"id","state","city","district","h_name","address","pincode","contact","helpline","fax","category","website","email","blood_component","blood_group","service_time","latitude","longitude"
"116","Andhra Pradesh","Nandhyal","Kurnool","Santhiram Medical College and General Hospital Blood Bank","SHAFA Educational Society, NH-18","NA","08514 242806 ,08514 222818","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"117","Andhra Pradesh","Visakhapatnam","Visakhapatnam","Seven Hills Hospitals Blood Bank","D, Bi, 11-4-4/A, 5th Floor, Rockdale Layout, Visakhapatnam","NA","0891 27080900, 0891 6677777","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"118","Andhra Pradesh","Vijayawada","Krishna","Smt. Chigurupati Manjuvani Varaprasad Lions District 324-C4 Blood Bank","D.No. 29-4-54 K, Canon Dhanvada Anantham Complex, Prakasam Road, Suryaraopet","NA","0866 2573636, 0866 2573388","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"119","Andhra Pradesh","Eluru","West Godavari","Smt. Venkata Narasamma and Helapuri Lions Blood Bank","H.No. 23A-7-13, Rangoon Meda, RR peta","NA","0877 6667671","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"120","Andhra Pradesh","Vijayawada","Krishna","South Central Railway Hospital Blood Bank","Ist Floor, South Centrl Railway Hospital Premises","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"121","Andhra Pradesh","Guntakal","Anantapur","South Central Railway Hospital Blood Bank","SC Railway Hospital Premises","NA","08552 227166","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"122","Andhra Pradesh","West Godavari","West Godavari","Sri Buddala Narasimhamurty Blood Bank","D.No. 34-4/5, Ground floor, Supriya Towers,Tanuku","NA","08819 222263","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"123","Andhra Pradesh","Kothapet","Guntur","Sri Lakshmi Maternity and Surgical Nursing Home","D.No. 12-24-25, Beside Sivalayam, 4th Floor","NA","0866 2435888, 0866 2553140","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"124","Andhra Pradesh","Puttaparthi","Anantapur","Sri Satya Sai Institute of Higher Medical Sciences Blood Bank","Prasanthigram","NA","08555 287900, 08555 287388, 08555 287554","NA","NA","NA","NA","NA","NA","NA","NA","[=14]14","[=78]78"
"125","Andhra Pradesh","Tirupathi","Chittoor","Sri Venkata Sai Charitable Trust Blood Bank","H. No. 10-3-206, M4, First Floor, Reddy & Reddy Colony, Varadaraja Nagar","NA","0877 6667671","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"126","Andhra Pradesh","Chittoor","Chittoor","Sri Venkateswara Institute of Medical Sciences Blood Bank","Sri Venkateswara Institute of Medical Sciences Hospital Premises, T.T.D,Tirupati","NA","0877 2287777","NA","NA","NA","NA","NA","NA","NA","NA","[=14]14","[=79]79"
"127","Andhra Pradesh","Vizianagaram","Vizianagaram","Srinivasa Nursing Home Blood Bank","Ground Floor, Plot No. 6, Arundati Nagar, Opp. Goods Shed Jn, Contonment","NA","089422 275513","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"128","Andhra Pradesh","Vijayawada","Krishna","St. Anns Hospital Blood Bank","Bandar Road","520002","0866 2575333, 0866 2573675","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"129","Andhra Pradesh","Guntur","Guntur","St. Josephs General Hospital Blood Bank","First Floor, Hospital Premises","NA","0863 233815","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"130","Andhra Pradesh","Vijayawada","Krishna","Suraksha Voluntary Blood Bank","D.No. 29-10-8, Narasimhanaidu Street, Suryaraopet","520002","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"131","Andhra Pradesh","Chittoor","Chittoor","SVRR Government General Hospital Blood Bank","1st Floor, Main Building, SSVR Hosital Permises,Tirupati","NA","08771 2286666","NA","NA","NA","NA","NA","NA","NA","NA","[=14]14","[=79]79"
"132","Andhra Pradesh","Rajahmundry","East Godavari","Swatanthra Hospital (Super Speciality Hospital) Pvt. . Blood Bank","D.No. 19-5-21/6, 2nd Floor, Near KambalaTank,","533105","0883 2465434","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"133","Andhra Pradesh","Tirupathi","Chittoor","TTD Central Hospital Blood Bank","TTD Central Hospital Premises, First Floor, KT Road","NA","0877 2264622","NA","NA","NA","NA","NA","NA","NA","NA","[=14]14","[=79]79"
"134","Andhra Pradesh","Bhimavaram","West Godavari","Uddaraju Anandaraju Foundation Blood Bank","D.No. 27-8-21/2, Sivaraopet","NA","08816 223192, 08816 227166","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"135","Andhra Pradesh","Proddutur","Kadapa","Vijaya Blood Bank","D.No. 3/179, Sai Kuteer Road, Ground Floor","NA","08564 253686, 08564 252966","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"136","Andhra Pradesh","Vijaywada","Krishna","Vijayasri Blood Bank (A Unit of Vijayasri Memorial Charitable Trust)","D.No. 29-4-30, Maheswari Plaza, Kodanda Rami Reddy Street, Governorpet","NA","0866 2537937","NA","NA","NA","NA","NA","NA","NA","NA","[=17]17","[=81]81"
"137","Andhra Pradesh","Visakhapatnam","Visakhapatnam","Visakha Steel General Hospital Blood Bank","First Floor, Sector 6, Ukkunagaram","NA","0891 2888462","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"138","Andhra Pradesh","Gajuwaka","Visakhapatnam","Visakha Voluntary Blood Bank, (A Division of Visakha Charitable Trust)","D.No. 10-2-1/1, 1st Foor, 16-172, Krishna Arcade, Main Rd, Old Gajuwaka Jn.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"139","Andhra Pradesh","Kallur","Kurnool","Viswa Bharathi General Hospital Blood Bank, R.T. Nagar, Near Penchikalapadu (V)","Kallur (M)","NA","08518 283889,08518 283898","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"140","Andhra Pradesh","Kurnool","Kurnool","Viswa Bharathi Super Speciality Hospital Blood Bank","50/760-A-127-13, 1st Floor, (O.P. Block), Gayathri Estates","518002","08518 229967","NA","08518 283888","NA","http://vbmcknl.com","NA","NA","NA","NA","NA","NA"
"141","Andhra Pradesh","Tirupati","Chittoor","SVRR Hospital and Medical College, Tirupati","SVRRGG Hospital Campus","517501","0877 2286290","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"142","Andhra Pradesh","Vijayawada","Krishna","Government General Hospital","Ramavarapadu","520007","0866 2452244","NA","NA","NA","NA","NA","NA","NA","NA","[=17]17","[=81]81"
"143","Andhra Pradesh","Eluru","West Godavari","Government Blood Bank DH","NA","534006","08812 220333","NA","NA","NA","NA","NA","NA","NA","NA","[=17]17","[=81]81"
"144","Andhra Pradesh","Amalapuram","East Godavari","Blood Bank, Government Hospital","Room No:31 opposite Head post office","NA","08674 245040","NA","NA","NA","NA","NA","NA","NA","NA","[=17]17","[=82]82"
"145","Andhra Pradesh","Gudivada","Krishna","Government Area Hospital","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"146","Andhra Pradesh","Tenali","Guntur","Area Hospital Blood Bank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=16]16","[=81]81"
"147","Andhra Pradesh","Proddutur","Cuddapah","Community Hospital Blood Bank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"148","Andhra Pradesh","Adoni","Kurnool","Community Hospital Blood Bank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"149","Andhra Pradesh","Visakhapatnam","Visakhapatnam","Community Hospital Blood Bank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"150","Andhra Pradesh","Pulivendula","Kadapa","AH Blood Bank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=14]14","[=78]78"
"151","Andhra Pradesh","Kadari","Anantapur","AH Blood Bank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=14]14","[=78]78"
"152","Andhra Pradesh","Hindupur","Anantapur","AH Blood Bank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=14]14","[=77]77"
"153","Arunachal Pradesh","NA","Naharlagun","Arunachal State Hospital, General Hospital","Arunachal State Hospital, Naharlagun Capital Complex District, Arunachal Pradesh","791110","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=27]27","[=94]94"
"154","Arunachal Pradesh","NA","East Siang","General Hospital","General Hospital, Pasighat, East Siang district","791102","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=28]28","[=95]95"
"155","Arunachal Pradesh","NA","Itanagar","Ramakrishna Mission Hospital","RK Mission Hospital,Itanagar, Capital Complex District, Arunachal Pradesh","791111","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=27]27","[=94]94"
"156","Arunachal Pradesh","NA","West Along","District Hospital Blood Bank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"157","Arunachal Pradesh","NA","Tezu","District Hospital Blood Bank","NA","NA","0380 4222261","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"158","Arunachal Pradesh","NA","Changlang","District Hospital","District Hospital, Changlang, Changlang district","792120","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=27]27","[=96]96"
"159","Arunachal Pradesh","NA","Bomdiala","District Hospital Blood Bank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"160","Arunachal Pradesh","NA","Seppa","District Hospital Blood Bank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"161","Arunachal Pradesh","NA","Tawang","District Hospital","District Hospital,Tawang,Tawang district","790104","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=28]28","[=92]92"
"162","Arunachal Pradesh","Ziro","Lower Subansiri","District Hospital","NA","791120","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=28]28","[=94]94"
"163","Arunachal Pradesh","Daporijo","Upper Subansiri","District Hospital Blood Bank","NA","791122","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=28]28","[=94]94"
"164","Arunachal Pradesh","Yingkiong","Upper Siang","District Hospital","NA","791002","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=29]29","[=95]95"
"165","Assam","Bongaigaon","Bongaigaon","C.H.C. blood bank, Bongaigaon","Bongaigaon Civil Hospital, Bongaigaon","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=91]91"
"166","Assam","Ghungoor, Silchar","Cachar","Silchar Medical College and Hospital Blood Bank.","Silchar Medical College Hospital,Ghungoor, Silchar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=25]25","[=93]93"
"167","Assam","NA","NA","BRPL Hospital Blood Bank","Dhaligaon","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"168","Assam","Silchar","Cachar","Blood Bank Red Cross Children Hospital","Indian Red Cross Children Hospital,Silchar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=93]93","[=93]93"
"169","Assam","Mangaldoi","Darrang","Mangaldoi Civil Hospital blood bank","Mangaldoi Civil Hospital, Mangaldoi, Darrang","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=92]92"
"170","Assam","Dhemaji","Dhemaji","Dhemaji Civil Hospital blood bank","Dhemaji Civil Hospital,Lachit Nagar, Khubalia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=27]27","[=95]95"
"171","Assam","Dibrugarh","Dibrugarh","Assam Medical College & Hospital Blood Bank,State of the Art Model blood bank","Assam Medical College Hospital","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=27]27","[=95]95"
"172","Assam","Brahmaputra, Parbatpur","NA","Brahmaputra Valley Fertilizer Corporation Ltd","Namrup, Parbatpur","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"173","Assam","Duliajan","NA","Oil India Ltd. Hospital Blood Bank","Duliajan","786602","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"174","Assam","Dhubri","Dhubri","Dhubri Civil Hospital Blood Bank","Dhubri Civil Hospital, Jhagrarpar, Dhubri","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=90]90"
"175","Assam","Golpara","Goalpara","Goalpara Civil Hospital","Civil Hospital, Golpara","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=91]91"
"176","Assam","Golaghat","Golaghat","K.K. Civil Hospital blood bank","K.K. Civil Hospital,Golaghat","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=27]27","[=94]94"
"177","Assam","Hailakandi","Hailakandi","Hailakandi Civil Hospital Blood Bank","Hailakandi","788015","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"178","Assam","Guwahati","Kamrup (M)","State of the Art Model blood bank","Guwahati Medical College & Hospital,Bhangagarh,Guwahati-32","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=92]92"
"179","Assam","Birubari","Kamrup (M)","Dr. B. Barooah Cancer Institute Blood Bank","Dr. B. Barooah Cancer Institute, Gopinath Nagar, Birubari, Guwahati","780016","","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=92]92"
"180","Assam","Guwahati","Guwahati","M.M.C. Hospital Blood Bank","Panbazar, Guwahati","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"181","Assam","Anglong","Karbi Anglong","Diphu Civil Hospital Blood Bank","Diphu,Karbi Anglong","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=93]93"
"182","Assam","Karimganj","Karimganj","Karimganj Civil Hospital Blood Bank","Karimganj Civil Hospital, Karimganj","788710","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=25]25","[=92]92"
"183","Assam","Keonjhar","Keonjhar","R.N.B. Civil Hospital Blood Bank","Keonjhar","783370","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"184","Assam","North Lakhimpur","Lakhimpur","North Lakhimpur Civil Hospital","North Lakhimpur Civil Hospital, North Lakhimpur","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=27]27","[=94]94"
"185","Assam","NA","NA","Marigaon Civil Hospital blood bank","Marigaon","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"186","Assam","Nagaon","Nagaon","B.P. Civil Hospital","B.P. Civil Hospital, Nagaon","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=26]26","[=93]93"
"187","Assam","Nalbari","Nalbari","Civil Hospital blood bank","Nalbari","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"188","Assam","Haflong","Dima-Hasao","Civil Hospital Blood Bank","Haflong Civil Hospital, Haflong","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=25]25","[=93]93"
"189","Assam","Sivsagar","Sivsagar","Civil Hospital blood bank","Sivsagar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"190","Assam","Sivsagar","Sivsagar","O.N.G.C. Ltd. Hospital Blood Bank","Sivsagar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"191","Assam","Tezpur","Sonitpur","Kanaklata Civil Hospital Blood Bank","Kanaklata Civil Hospital, Tezpur","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=27]27","[=93]93"
"192","Assam","Bordoloi Nagar","Tinsukia","Tinsukia Civil Hospital Blood Bank,(L.G.B.)","L.G.B. Civil Hospital, Bordoloi Nagar, Tinsukia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=27]27","[=95]95"
"193","Assam","Digboi","Tinsukia","Indian Oil Corporation Ltd. Hospital Blood Bank","Digboi","786171","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"194","Assam","Marghetia","Marghetia","Central Hospital North Eastern Coalfields","Coal India Ltd., Marghetia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"195","Assam","Chapaguri","Chapaguri","Lower Assam Hospital blood bank","Chapaguri","783380","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"196","Assam","Silchar","Silchar","Barak Blood Bank & Clinical Research Centre","N.S. Avenue, Silchar","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"197","Assam","Chabua","NA","Tata Tea Ltd. Referral Hospital & Research Centre blood bank","Chabua","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"198","Assam","NA","NA","Dr. Damani?s Nursing Home Blood Bank","Near Circuit House","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"199","Assam","Jyoti Nagar","NA","Marwari Arogya Bhawan & Hospital Blood Bank","Jyoti Nagar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"200","Assam","NA","NA","Aditya Diagnostic Hospital Blood Bank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"201","Assam","NA","NA","Blood bank of Srimanta Sankardeva Hospital & Research Centre","Mancotta Road","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"202","Assam","NA","NA","Dirial Central Hospital blood bank","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"203","Assam","NA","NA","Blood bank of Solace Hospital & Research Centre (P) Ltd.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"204","Assam","Numaligarh","Golaghat","Vivekananda Kendra NRL Hospital Blood Bank","NRL Township, Numaligarh","785621","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"205","Assam","Tarajan","NA","Aparajita Blood Bank","A Unit of M/s Sanjivani Hospital, A.T. Road, Tarajan","785001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"206","Assam","Jorhat","Jorhat","Jorhat Medical College Hospital Blood Bank","Jorhat Medical College,Civil Hospital, Jorhat","785001","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=27]27","[=94]94"
"207","Assam","NA","NA","Air Force Hospital Blood Bank","5, C/O 99 APO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"208","Assam","Dispur","Guwahati","G.N.R.C Hospital Blood Bank","Dispur, Guwahati","785006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"209","Assam","Guwahati","Guwahati","Assam Gujarat Voluntary Blood Bank and Research Centre","33, Anil Mazamill Road, Lane opp.:Apsara Cinema, Manipuri Basti","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"210","Assam","Guwahati","Guwahati","Blood Bank Down Town Hospital","G.S. Road, Dispur","785006","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"211","Assam","Ulubari","Kamrup","Ganga Blood Bank","G.S. Road,Ulubari, Guwahati","781007","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"212","Assam","Guwahati","Guwahati","Dispur blood bank","Ganeshguri , Guwahati","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"213","Assam","Guwahati","Guwahati","Central Nursing Home Blood Bank","Beltola, Guwahati","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"214","Assam","Bhangagarh","Guwahati","Saharias Blood Bank","G.S. Road, Bhangagarh,","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"215","Assam","Guwahati","Guwahati","International Hospital blood bank","Lotus Tower, G.S Road,Guwahati","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"216","Assam","Rehabri","Guwahati","Surakhya blood bank","A.M. Road, Rehabri,Guwahati","781008","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"217","Assam","Guwahati","Guwahati","Marwari Hospital & Research Centre blood bank","Athagaon, Guwahati.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"218","Assam","Guwahati","Guwahati","151, Base Hospital Blood Bank","Basistha, Guwahati","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"219","Assam","Maligaon","Guwahati","Central Hospital N.F. Railway","Maligaon, Guwahati","781011","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"220","Assam","Hojai","NA","Haji Abdul Memorial Hospital & Research Centre blood bank","Hojai","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
